id,flow_id,flow_name,role,route,screen,state,device,environment,entry_path,preconditions,step_number,branch,action,expected_transition,actual_transition,api_endpoint,api_result,request_id,database_tables,database_result,rls_result,audit_event,sentry_issue,sentry_result,affected_roles,affected_role_result,purpose_clear,primary_action_clear,unnecessary_ui,generic_ai_patterns,copy_direct,native_behavior,football_specific,visual_consistency,accessibility,status,severity,evidence,issue,fix_commit,retest_status,notes
API-008,SQUAD-CREATE-AUTHORITY,Governed squad creation and strict payload contract,club managers; ordinary members,POST /v1/clubs/:clubId/squads,Fastify squad authority,authorized create; permission denial; validation denial,isolated Fastify seed process,NODE_ENV=test API_DATA_BACKEND=seed,Squad service,Seeded manager ordinary member and club,1,success and pre-persistence denials,Create supported squad; attempt ordinary-member write; submit unsupported meetingLocation,Only authorized staff persist supported fields; invalid surplus fields fail and are audited without raw values,Permission returned 403; surplus field returned 400 with unchanged count; valid create returned 201 and stored name plus level,POST /v1/clubs/:clubId/squads,Selected governed integration passed 1/1,"",Squad | ClubMembership | AuditEvent,Denied count unchanged; valid fixture row stored U13 Pathway and U13 · Foundation,Repository is reachable only behind Fastify authority,club_squad.create SUCCESS plus permission and VALIDATION_FAILED DENY events; raw rejected location absent,"",Not applicable to isolated process,owner admin head coach coach assistant member,Governance capability required; ordinary membership denied,passed,passed,unsupported fields removed from service request type,not applicable,passed,Existing service boundary retained,club squad authority,not applicable,Client submission mutex prevents duplicate activation,fixed,critical,apps/api/src/modules/coach-club/routes.ts | apps/api/src/modules/coach-club/routes.test.ts | services/squad-service.ts | __tests__/hooks/create-squad-api-boundary.test.ts,The API silently accepted arbitrary surplus fields and schema failures were outside the create audit boundary,fix(squad): harden squad creation,Selected Fastify integration passed; app boundary and service tests 10/10; app and API typechecks passed,Validation audit metadata records only the safe error code.
QA-013,CREATE-SQUAD-NONDESTRUCTIVE-INTERACTIONS,Squad creation cross-role and failure proof,admin; coach; parent; guardian; athlete,scripts/ui-flow-checks-50.mjs | /club/squad/create,Create squad audit profile,clean; selections; injected 503; four denied roles,iPhone 16 Pro responsive browser viewport,local Expo web with staging reads and intercepted POST,Direct protected route,All five role preflights passed,1,authorized and denied role outcomes,Assert removed fields; fill name; select radios; reject POST; inspect each denied role,Six declared flows pass without a database mutation or undeclared finding,6/6 passed with zero high zero medium zero overflow and zero nested controls,intercepted POST /v1/clubs/:clubId/squads,503 fulfilled locally and exactly reconciled,"",Club | ClubMembership | Squad,No staging mutation,Unauthorized roles fail before controls,No API audit expected because the mutation was intercepted,"",Issue reads blocked by HTTP 403; runner found no unexpected error,admin; coach; parent; guardian; athlete,Admin 2/2; coach parent guardian athlete each 1/1,not applicable,passed,absence assertions passed,absence assertions passed,passed,Responsive harness; native semantic runner blocked,squad management flow,ready failure and denial screenshots retained,Named input radio close and create controls exercised,fixed,high,scripts/ui-flow-checks-50.mjs | reviews/ios-native-audit/runtime/2026-08-01/create-squad-audit-final-2/report.json,The previous route-load-only coach test treated an unauthorized form as success and exercised no control,fix(squad): harden squad creation,Strict fail-on-medium profile passed 6/6,Intentional 503 logger output is explicitly reconciled only inside the failure flow.
SEC-008,SQUAD-RLS-AUTHORITY,Squad and audit-event staging database posture,system,Supabase Postgres catalog | Squad | AuditEvent,Database authority,57 migrations applied; current RLS grants and policies inspected,read-only staging catalog,staging database,npm run audit:db:stage plus focused Prisma catalog query,Staging DATABASE_URL; never production,1,current object authority,Inspect relation RLS direct grants policies principal and migration state without changing data,Squad and AuditEvent remain unavailable to Data API client roles,RLS enabled on both; anon authenticated and PUBLIC have no grants; zero policies; service_role warning remains,Postgres catalog,Read-only query completed; global preflight remains blocked by SEC-004,"",_prisma_migrations | Squad | AuditEvent,No row mutation,Enabled and not forced; direct client DML absent; zero policies,No product audit expected for catalog reads,"",not applicable,all roles,Client roles cannot directly access current Squad or AuditEvent objects,passed for current objects; SEC-004 remains open,requires privileged global default-grant fix,not applicable,not applicable,not applicable,not applicable,protects club squad membership and its audit trail,not applicable,not applicable,fixed,critical,reviews/ios-native-audit/runtime/2026-08-01/create-squad-audit-final-2/db-squad-authority.md | scripts/db-staging-preflight.js | reviews/ios-native-audit/coverage.csv,No current-object exposure found; existing supabase_admin future defaults still block release approval,fix(squad): harden squad creation,57/57 migrations; focused Squad and AuditEvent catalog checks passed read-only,Supabase MCP unavailable under ENV-003. service_role remains trusted direct authority and must never be bundled.
ROUTE-060,ROUTE-INVENTORY,Reachable route coverage,to classify,app/club/training-schedule.tsx,app/club/training-schedule.tsx,inventory,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,,,pending,Discovered from executable Expo Router tree; runtime coverage pending
ROUTE-061,ROUTE-INVENTORY,Reachable route coverage,to classify,app/coach-invites.tsx,app/coach-invites.tsx,inventory,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,,,pending,Discovered from executable Expo Router tree; runtime coverage pending
ROUTE-062,ROUTE-INVENTORY,Reachable route coverage,to classify,app/coach/[coachId]/public.tsx,app/coach/[coachId]/public.tsx,inventory,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,,,pending,Discovered from executable Expo Router tree; runtime coverage pending
ROUTE-063,ROUTE-INVENTORY,Reachable route coverage,to classify,app/coach/[id].tsx,app/coach/[id].tsx,inventory,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,,,pending,Discovered from executable Expo Router tree; runtime coverage pending
ROUTE-064,ROUTE-INVENTORY,Reachable route coverage,to classify,app/coach/invite.tsx,app/coach/invite.tsx,inventory,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,,,pending,Discovered from executable Expo Router tree; runtime coverage pending
ROUTE-065,ROUTE-INVENTORY,Reachable route coverage,to classify,app/community/[groupId].tsx,app/community/[groupId].tsx,inventory,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,,,pending,Discovered from executable Expo Router tree; runtime coverage pending
ROUTE-066,athlete_development_detail,Athlete opens development detail,athlete,app/development/athlete/[athleteId]/index.tsx,app/development/athlete/[athleteId]/index.tsx,responsive route load and configured non-mutating assertions,iPhone 16 Pro responsive browser viewport,local Expo web bundle backed by staging API,/development/athlete/ath_7df7ec13-e136-7525-985f-dec069fc983f,Authenticated seeded role account and linked staging dataset,1,athlete_development_detail,Navigate directly and execute the flow runner assertions without submitting a product mutation,Resolve the intended route without a failed request runtime exception shared error state nested button horizontal overflow or product-text finding,1/1 mapped flows returned status ok and severity none at 390px,Browser-observed role-scoped route requests,No failed request detected; exact endpoint-by-endpoint reconciliation remains a separate audit gap,,,No database mutation executed by this route-load regression,Not directly exercised in this route-load regression,Not reconciled in this route-load regression,,Sentry API unavailable; runner detected no runtime exception or console error classified as high or medium,athlete,athlete mapped route flow passed,automated route pass; manual visual corpus tracked separately,configured actions passed where present; otherwise route-load only,no automated high or medium finding,0 product-text findings,0 product-text findings,Shared React Native surface passed responsive runtime; native interaction remains blocked by host DevToolsSecurity,football product route,390px viewport with 0 horizontal overflow,0 nested buttons; native semantic tree and VoiceOver remain unverified,passed,,reviews/ios-native-audit/runtime/2026-07-31/report.merged.json,,chore(audit): reconcile responsive route evidence,1/1 fresh mapped flows passed on 2026-07-31,Non-destructive responsive route evidence only; exact API request IDs database RLS audit-event and native checks remain explicit separate gaps
ROUTE-067,ATHLETE-SPECIAL-NEEDS-AUTHORITY,Needs and notes with coach observations,assigned coach; parent; athlete; privileged admin; unrelated coach,app/development/athlete/[athleteId]/special-needs.tsx,app/development/athlete/[athleteId]/special-needs.tsx,loading; denied; profile; observation ownership; account change,iPhone 16 Pro route contract; local Fastify seed API,local development audit,/development/athlete/:athleteId/special-needs,assigned coach and athlete; parent link; foreign coach; isolated seed data,1,read; own observation action; foreign observation denial; account switch,Load needs then change actor or manage an observation,No prior actor observation or modal survives; only author gets edit and remove,Actor-keyed subtree remounts; nonowner controls hidden; new observations private,GET/POST /v1/athletes/:athleteId/coach-observations; PATCH/DELETE /v1/coach-observations/:id,Seed Fastify passed assigned lifecycle; guardian read and foreign update returned 403,,SessionNote; AuditEvent,Isolated seed observation soft-removed; no external mutation,API authz passed; direct Supabase RLS unavailable ENV-003,coach_observation read create update remove success and deny asserted,ENV-004,Sentry read unavailable; no synthetic event sent,assigned coach; parent; athlete; privileged admin; unrelated coach,Assigned coach manages own notes; guardian and foreign coach are denied,Needs and notes separates family profile from coach observations,Add edit and remove appear only where the API can complete them,Removed unsupported sharing and privacy switch,No generic AI copy added,Needs & notes; Coach observations; Add Observation,Compiled route contract and seed API proof passed; native interaction blocked ENV-009,football support context for an athlete,Existing concise section hierarchy retained,Visible actions are labelled; native VoiceOver pending ENV-009,passed,high,reviews/ios-native-audit/runtime/2026-08-03/special-needs-observation-identity/verification.md,Observation state was not account scoped; nonowners saw dead controls; privacy switch implied missing sharing,fix(health): scope coach observations by account,Root typecheck; compiled client authority 6/6; Fastify assigned-coach test passed; native pending ENV-009,No production or staging data; Supabase RLS and Sentry state unchanged
ROUTE-068,parent_child_progress,Parent opens child progress,parent,app/development/child-progress/[childId].tsx,app/development/child-progress/[childId].tsx,responsive route load and configured non-mutating assertions,iPhone 16 Pro responsive browser viewport,local Expo web bundle backed by staging API,/development/child-progress/ath_7df7ec13-e136-7525-985f-dec069fc983f,Authenticated seeded role account and linked staging dataset,1,parent_child_progress,Navigate directly and execute the flow runner assertions without submitting a product mutation,Resolve the intended route without a failed request runtime exception shared error state nested button horizontal overflow or product-text finding,1/1 mapped flows returned status ok and severity none at 390px,Browser-observed role-scoped route requests,No failed request detected; exact endpoint-by-endpoint reconciliation remains a separate audit gap,,,No database mutation executed by this route-load regression,Not directly exercised in this route-load regression,Not reconciled in this route-load regression,,Sentry API unavailable; runner detected no runtime exception or console error classified as high or medium,parent,parent mapped route flow passed,automated route pass; manual visual corpus tracked separately,configured actions passed where present; otherwise route-load only,no automated high or medium finding,0 product-text findings,0 product-text findings,Shared React Native surface passed responsive runtime; native interaction remains blocked by host DevToolsSecurity,football product route,390px viewport with 0 horizontal overflow,0 nested buttons; native semantic tree and VoiceOver remain unverified,passed,,reviews/ios-native-audit/runtime/2026-07-31/report.merged.json,,chore(audit): reconcile responsive route evidence,1/1 fresh mapped flows passed on 2026-07-31,Non-destructive responsive route evidence only; exact API request IDs database RLS audit-event and native checks remain explicit separate gaps
ROUTE-069,ROUTE-INVENTORY,Reachable route coverage,to classify,app/development/media-gallery.tsx,app/development/media-gallery.tsx,inventory,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,,,pending,Discovered from executable Expo Router tree; runtime coverage pending
ROUTE-070,coach_progress | parent_progress | athlete_progress,Coach opens development progress | Parent opens my progress | Athlete opens my progress,coach parent athlete,app/development/my-progress.tsx,app/development/my-progress.tsx,responsive route load and configured non-mutating assertions,iPhone 16 Pro responsive browser viewport,local Expo web bundle backed by staging API,/development/my-progress,Authenticated seeded role account and linked staging dataset,1,coach_progress | parent_progress | athlete_progress,Navigate directly and execute the flow runner assertions without submitting a product mutation,Resolve the intended route without a failed request runtime exception shared error state nested button horizontal overflow or product-text finding,3/3 mapped flows returned status ok and severity none at 390px,Browser-observed role-scoped route requests,No failed request detected; exact endpoint-by-endpoint reconciliation remains a separate audit gap,,,No database mutation executed by this route-load regression,Not directly exercised in this route-load regression,Not reconciled in this route-load regression,,Sentry API unavailable; runner detected no runtime exception or console error classified as high or medium,coach parent athlete,"coach, parent, athlete mapped route flows passed",automated route pass; manual visual corpus tracked separately,configured actions passed where present; otherwise route-load only,no automated high or medium finding,0 product-text findings,0 product-text findings,Shared React Native surface passed responsive runtime; native interaction remains blocked by host DevToolsSecurity,football product route,390px viewport with 0 horizontal overflow,0 nested buttons; native semantic tree and VoiceOver remain unverified,passed,,reviews/ios-native-audit/runtime/2026-07-31/report.merged.json,,chore(audit): reconcile responsive route evidence,3/3 fresh mapped flows passed on 2026-07-31,Non-destructive responsive route evidence only; exact API request IDs database RLS audit-event and native checks remain explicit separate gaps
ROUTE-071,ROUTE-INVENTORY,Reachable route coverage,to classify,app/development/progress-loop.tsx,app/development/progress-loop.tsx,inventory,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,,,pending,Discovered from executable Expo Router tree; runtime coverage pending
ROUTE-072,ROUTE-INVENTORY,Reachable route coverage,to classify,app/development/session-history.tsx,app/development/session-history.tsx,inventory,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,,,pending,Discovered from executable Expo Router tree; runtime coverage pending
ROUTE-073,ROUTE-INVENTORY,Reachable route coverage,to classify,app/development/session/[sessionId].tsx,app/development/session/[sessionId].tsx,inventory,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,,,pending,Discovered from executable Expo Router tree; runtime coverage pending
ROUTE-074,coach_discover_sessions | parent_discover_sessions | athlete_discover_sessions,Coach opens discover sessions | Parent opens discover sessions | Athlete opens discover sessions,coach parent athlete,app/discover-sessions.tsx,app/discover-sessions.tsx,responsive route load and configured non-mutating assertions,iPhone 16 Pro responsive browser viewport,local Expo web bundle backed by staging API,/discover-sessions,Authenticated seeded role account and linked staging dataset,1,coach_discover_sessions | parent_discover_sessions | athlete_discover_sessions,Navigate directly and execute the flow runner assertions without submitting a product mutation,Resolve the intended route without a failed request runtime exception shared error state nested button horizontal overflow or product-text finding,3/3 mapped flows returned status ok and severity none at 390px,Browser-observed role-scoped route requests,No failed request detected; exact endpoint-by-endpoint reconciliation remains a separate audit gap,,,No database mutation executed by this route-load regression,Not directly exercised in this route-load regression,Not reconciled in this route-load regression,,Sentry API unavailable; runner detected no runtime exception or console error classified as high or medium,coach parent athlete,"coach, parent, athlete mapped route flows passed",automated route pass; manual visual corpus tracked separately,configured actions passed where present; otherwise route-load only,no automated high or medium finding,0 product-text findings,0 product-text findings,Shared React Native surface passed responsive runtime; native interaction remains blocked by host DevToolsSecurity,football product route,390px viewport with 0 horizontal overflow,0 nested buttons; native semantic tree and VoiceOver remain unverified,passed,,reviews/ios-native-audit/runtime/2026-07-31/report.merged.json,,chore(audit): reconcile responsive route evidence,3/3 fresh mapped flows passed on 2026-07-31,Non-destructive responsive route evidence only; exact API request IDs database RLS audit-event and native checks remain explicit separate gaps
ROUTE-075,ROUTE-INVENTORY,Reachable route coverage,to classify,app/discover/map.tsx,app/discover/map.tsx,inventory,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,,,pending,Discovered from executable Expo Router tree; runtime coverage pending
ROUTE-076,coach_earnings | coach_earnings_payment_instructions,Coach opens earnings | Coach can open direct payment instructions,coach,app/earnings.tsx,app/earnings.tsx,responsive route load and configured non-mutating assertions,iPhone 16 Pro responsive browser viewport,local Expo web bundle backed by staging API,/earnings,Authenticated seeded role account and linked staging dataset,1,coach_earnings | coach_earnings_payment_instructions,Navigate directly and execute the flow runner assertions without submitting a product mutation,Resolve the intended route without a failed request runtime exception shared error state nested button horizontal overflow or product-text finding,2/2 mapped flows returned status ok and severity none at 390px,Browser-observed role-scoped route requests,No failed request detected; exact endpoint-by-endpoint reconciliation remains a separate audit gap,,,No database mutation executed by this route-load regression,Not directly exercised in this route-load regression,Not reconciled in this route-load regression,,Sentry API unavailable; runner detected no runtime exception or console error classified as high or medium,coach,coach mapped route flow passed,automated route pass; manual visual corpus tracked separately,configured actions passed where present; otherwise route-load only,no automated high or medium finding,0 product-text findings,0 product-text findings,Shared React Native surface passed responsive runtime; native interaction remains blocked by host DevToolsSecurity,football product route,390px viewport with 0 horizontal overflow,0 nested buttons; native semantic tree and VoiceOver remain unverified,passed,,reviews/ios-native-audit/runtime/2026-07-31/report.merged.json,,chore(audit): reconcile responsive route evidence,2/2 fresh mapped flows passed on 2026-07-31,Non-destructive responsive route evidence only; exact API request IDs database RLS audit-event and native checks remain explicit separate gaps
ROUTE-077,EVENT-AUTHORITY,Event detail RSVP and attendance,event staff; parent; athlete; privileged admin,app/events/[id].tsx,app/events/[id].tsx,loading; error; empty; self; staff workspace; account switch,iPhone 16 simulator route contract; seed Fastify,local development audit,Deep link event route,Active club parent; active staff; isolated seed API,1,staff; parent; athlete; account switch,Open event detail; inspect RSVP and attendance; change account,Event and self records load; staff records remain hidden for ordinary members,Personal reads load first; staff workspace is optional and actor cache is isolated,GET event; self RSVP; self attendance; staff RSVP attendance stats,Seed Fastify authority passed,,clubEvents; eventRsvps; eventAttendances; auditEvents,In-process seed tests only; no production or staging mutation,Seed authorization passed; direct Supabase RLS unavailable ENV-003,event.rsvp.read; event.attendance.read; event.rsvp.remind allow and deny asserted,ENV-004,Sentry read unavailable; no synthetic event sent,event staff; parent; athlete; privileged admin,Staff sees full workspace; parent and athlete see totals and own records,passed,passed,Removed full response list for nonstaff,No generic AI copy added,Response totals are available to club members,Compiled route proof passed; native interaction blocked ENV-009,Club event RSVP and attendance,Existing concise event hierarchy retained,Undo is removed for nonstaff; native VoiceOver pending ENV-009,passed,high,reviews/ios-native-audit/runtime/2026-08-03/event-detail-rsvp-attendance-authority/verification.md,Parent and athlete event detail failed when staff-only attendance calls rejected; generic coach role exposed staff actions,fix(event): scope RSVP attendance to staff,passed,No production or staging mutation; native simulator app inspection blocked by XPC session failure ENV-009; Supabase RLS and Sentry state unchanged
ROUTE-078,EVENT-AUTHORITY,Event detail RSVP and attendance,event staff; parent; athlete; privileged admin,app/events/[id]/attendees.tsx,app/events/[id]/attendees.tsx,loading; error; empty; staff; denied; account switch,iPhone 16 simulator route contract; seed Fastify,local development audit,Deep link event route,Active club parent; active staff; isolated seed API,1,staff; parent; athlete; account switch,Open full attendee route directly; inspect staff-only state,Staff sees full records; ordinary member receives clear staff-only state,Direct route loads self record then hides full workspace on exact staff denial,GET event; self attendance; staff RSVP attendance stats,Seed Fastify authority passed,,clubEvents; eventRsvps; eventAttendances; auditEvents,In-process seed tests only; no production or staging mutation,Seed authorization passed; direct Supabase RLS unavailable ENV-003,event.rsvp.read and event.attendance.read allow and deny asserted,ENV-004,Sentry read unavailable; no synthetic event sent,event staff; parent; athlete; privileged admin,Only staff sees full RSVP and attendance records,passed,passed,Removed fake export and duplicate reminder actions,No generic AI copy added,Full RSVP and attendance records are available to event staff only,Compiled route proof passed; native interaction blocked ENV-009,Club event RSVP and attendance,Existing concise event hierarchy retained,Staff-only empty state has a labelled Go Back action; native VoiceOver pending ENV-009,passed,high,reviews/ios-native-audit/runtime/2026-08-03/event-detail-rsvp-attendance-authority/verification.md,Direct attendee route treated staff data as required and claimed fake export or reminder outcomes,fix(event): scope RSVP attendance to staff,passed,No production or staging mutation; native simulator app inspection blocked by XPC session failure ENV-009; Supabase RLS and Sentry state unchanged
ROUTE-079,EVENT-AUTHORITY,Event detail RSVP and attendance,event staff; parent; athlete; privileged admin,app/events/[id]/rsvp.tsx,app/events/[id]/rsvp.tsx,loading; error; empty; open; closed; full; account switch,iPhone 16 simulator route contract; seed Fastify,local development audit,Deep link event route,Active club parent; active staff; isolated seed API,1,coach; parent; athlete; account switch,Open RSVP; select response; inspect role and cache behavior,Any eligible actor submits their own role-correct RSVP; staff reminders stay in staff workspace,Athlete RSVP now uses ATHLETE role; duplicate reminder control removed; actor cache is isolated,GET event; GET self RSVP; POST RSVP,Seed Fastify authority passed,,clubEvents; eventRsvps; eventAttendances; auditEvents,In-process seed tests only; no production or staging mutation,Seed authorization passed; direct Supabase RLS unavailable ENV-003,event.rsvp.read self and event.rsvp.remind allow and deny asserted,ENV-004,Sentry read unavailable; no synthetic event sent,event staff; parent; athlete; privileged admin,All actors keep self RSVP; only staff gets reminder through event detail,passed,passed,Removed duplicate reminder card and generic coach gate,No generic AI copy added,Will you attend; Add a note optional; Submit RSVP,Compiled route proof passed; native interaction blocked ENV-009,Club event RSVP and attendance,Existing concise event hierarchy retained,Existing labelled response controls retained; native VoiceOver pending ENV-009,passed,high,reviews/ios-native-audit/runtime/2026-08-03/event-detail-rsvp-attendance-authority/verification.md,Athlete RSVP was submitted as parent and a duplicate reminder action used role guesswork,fix(event): scope RSVP attendance to staff,passed,No production or staging mutation; native simulator app inspection blocked by XPC session failure ENV-009; Supabase RLS and Sentry state unchanged
ROUTE-080,EVENT-CREATE-AUTHORITY,Club event creation and invitation delivery,event staff; club member denied,app/events/create.tsx,Create Event,"denied; type; details; schedule; audience; review; draft; publish denial; invitation denial",iPhone 16 Pro,local development audit,Club schedule or direct route,"signed-in active club staff or member; local seed data",1,"staff create; direct member denied; role audience denial; publish and invite failure",Create or publish a club event,"Only active event staff can open the flow; every new audience must be enforceable; a saved draft or published event never reports invitation delivery before it happens.","The flow resolves a server-derived active staff membership; Fastify rejects role-only audience claims; publishing keeps a failed publish as a draft and a failed invite as an explicit published-without-delivery outcome with a retry action.","POST /v1/clubs/:clubId/events; PATCH /v1/events/:eventId; POST /v1/events/:eventId/invites/*","Seed Fastify accepted ALL; rejected COACHES and PARENTS on create; rejected COACHES on patch; app contracts verified result handling.",,ClubEvent; ClubMembership; EventRsvp; Notification; AuditEvent,"Isolated seed writes only; no external data used.","API authorization passed; direct Supabase RLS unavailable ENV-003.","club_event.create and club_event.update success and deny paths asserted.",ENV-004,"Sentry issue read unavailable; no synthetic event sent.",event staff; member,"Members are stopped before the wizard; staff retain real server authority; failed invitation delivery is retryable only for staff.",passed,passed,"Removed the unsupported Coaches Only choice and name-completion gate.","Removed role-targeting copy the backend could not honour.","Create Event; Save Draft; Publish; Send invitations.","Compiled route contracts passed; native interaction remains blocked ENV-009.","Club events remain scoped to the football club; squad and athlete audiences remain explicit.","Existing five-step workflow retained; staff actions use the same event workspace authority.","All actions have visible outcome labels; native VoiceOver remains unverified ENV-009.",fixed,high,reviews/ios-native-audit/runtime/2026-08-03/event-create-authority-delivery/verification.md,"A member could enter the staff-only creation workflow; role-only audiences looked restricted although Fastify invited every club member; publish failures and invite failures could be presented as success.","fix(event): make creation authority truthful","root typecheck; test compile; 4 focused frontend contracts; seed Fastify 1/1; native pending ENV-009.","No production or staging event; notification; database; Supabase; or Sentry state changed."
ROUTE-081,EVENT-LIST-AUTHORITY,Club event list and creation entry,event staff; club member; account switch,app/events/index.tsx,Club Events,"loading; error; empty; staff club; member club; account switch; staff draft",iPhone 16 Pro,local development audit,Events entry and direct event list route,"signed-in club staff or member; local API contract",1,"staff-first club selection; member read; account switch",Open Club Events and inspect the create action and visible events,"The create action and staff drafts appear only for the active club staff actor; a member never inherits them from account type or cache.","The list resolves the first managed club from active membership; otherwise it reads the first accessible club. Create and draft filtering use that same derived staff authority and the screen cache key includes the signed-in actor.","GET /v1/clubs; GET /v1/clubs/:clubId/events","No new API request in this source-boundary retest; existing event-list route authority remains backend-owned.",,Club; ClubMembership; ClubEvent,"No database mutation.","API remains authoritative; direct Supabase RLS unavailable ENV-003.","No new audit event for local list filtering; event API audits are retained by its routes.",ENV-004,"Sentry issue read unavailable; no synthetic event sent.",event staff; club member; account switch,"Staff gets exactly one Create event action and draft visibility. Members get published/non-draft events without a dead creation path.",passed,passed,"Removed account-role proxy from staff actions and actor-agnostic event cache behavior.","No generic role marketing or fake staff copy added.","Club Events; Create event; Create Event.","Compiled source behavior passed; native interaction remains blocked ENV-009.","Club events are scoped to the managed football club selected from membership authority.","Existing event cards and controls retained; only authority selection changed.","Create event icon has an explicit accessibility label; native VoiceOver remains unverified ENV-009.",fixed,high,reviews/ios-native-audit/runtime/2026-08-03/event-list-authority/verification.md,"Account role was used as a proxy for club staff authority, the first readable club was always selected, and an actor-agnostic cache could preserve staff event state for the next account.","fix(events): derive list authority from membership","root typecheck; test compile; 3 focused frontend contracts; focused eslint; native pending ENV-009.","No production or staging event; notification; database; Supabase; or Sentry state changed."
ROUTE-082,ROUTE-INVENTORY,Reachable route coverage,to classify,app/family/[legacy].tsx,app/family/[legacy].tsx,inventory,,staging,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,,,pending,Discovered from executable Expo Router tree; runtime coverage pending
ROUTE-083,parent_family_calendar,Parent opens family calendar,parent,app/family/calendar.tsx,app/family/calendar.tsx,responsive route load and configured non-mutating assertions,iPhone 16 Pro responsive browser viewport,local Expo web bundle backed by staging API,/family/calendar,Authenticated seeded role account and linked staging dataset,1,parent_family_calendar,Navigate directly and execute the flow runner assertions without submitting a product mutation,Resolve the intended route without a failed request runtime exception shared error state nested button horizontal overflow or product-text finding,1/1 mapped flows returned status ok and severity none at 390px,Browser-observed role-scoped route requests,No failed request detected; exact endpoint-by-endpoint reconciliation remains a separate audit gap,,,No database mutation executed by this route-load regression,Not directly exercised in this route-load regression,Not reconciled in this route-load regression,,Sentry API unavailable; runner detected no runtime exception or console error classified as high or medium,parent,parent mapped route flow passed,automated route pass; manual visual corpus tracked separately,configured actions passed where present; otherwise route-load only,no automated high or medium finding,0 product-text findings,0 product-text findings,Shared React Native surface passed responsive runtime; native interaction remains blocked by host DevToolsSecurity,football product route,390px viewport with 0 horizontal overflow,0 nested buttons; native semantic tree and VoiceOver remain unverified,passed,,reviews/ios-native-audit/runtime/2026-07-31/report.merged.json,,chore(audit): reconcile responsive route evidence,1/1 fresh mapped flows passed on 2026-07-31,Non-destructive responsive route evidence only; exact API request IDs database RLS audit-event and native checks remain explicit separate gaps
ROUTE-084,parent_family,Parent opens family dashboard,parent,app/family/index.tsx,app/family/index.tsx,responsive route load and configured non-mutating assertions,iPhone 16 Pro responsive browser viewport,local Expo web bundle backed by staging API,/family,Authenticated seeded role account and linked staging dataset,1,parent_family,Navigate directly and execute the flow runner assertions without submitting a product mutation,Resolve the intended route without a failed request runtime exception shared error state nested button horizontal overflow or product-text finding,1/1 mapped flows returned status ok and severity none at 390px,Browser-observed role-scoped route requests,No failed request detected; exact endpoint-by-endpoint reconciliation remains a separate audit gap,,,No database mutation executed by this route-load regression,Not directly exercised in this route-load regression,Not reconciled in this route-load regression,,Sentry API unavailable; runner detected no runtime exception or console error classified as high or medium,parent,parent mapped route flow passed,automated route pass; manual visual corpus tracked separately,configured actions passed where present; otherwise route-load only,no automated high or medium finding,0 product-text findings,0 product-text findings,Shared React Native surface passed responsive runtime; native interaction remains blocked by host DevToolsSecurity,football product route,390px viewport with 0 horizontal overflow,0 nested buttons; native semantic tree and VoiceOver remain unverified,passed,,reviews/ios-native-audit/runtime/2026-07-31/report.merged.json,,chore(audit): reconcile responsive route evidence,1/1 fresh mapped flows passed on 2026-07-31,Non-destructive responsive route evidence only; exact API request IDs database RLS audit-event and native checks remain explicit separate gaps
ROUTE-085,parent_family_recurring,Parent opens recurring plans,parent,app/family/recurring.tsx,app/family/recurring.tsx,responsive route load and configured non-mutating assertions,iPhone 16 Pro responsive browser viewport,local Expo web bundle backed by staging API,/family/recurring,Authenticated seeded role account and linked staging dataset,1,parent_family_recurring,Navigate directly and execute the flow runner assertions without submitting a product mutation,Resolve the intended route without a failed request runtime exception shared error state nested button horizontal overflow or product-text finding,1/1 mapped flows returned status ok and severity none at 390px,Browser-observed role-scoped route requests,No failed request detected; exact endpoint-by-endpoint reconciliation remains a separate audit gap,,,No database mutation executed by this route-load regression,Not directly exercised in this route-load regression,Not reconciled in this route-load regression,,Sentry API unavailable; runner detected no runtime exception or console error classified as high or medium,parent,parent mapped route flow passed,automated route pass; manual visual corpus tracked separately,configured actions passed where present; otherwise route-load only,no automated high or medium finding,0 product-text findings,0 product-text findings,Shared React Native surface passed responsive runtime; native interaction remains blocked by host DevToolsSecurity,football product route,390px viewport with 0 horizontal overflow,0 nested buttons; native semantic tree and VoiceOver remain unverified,passed,,reviews/ios-native-audit/runtime/2026-07-31/report.merged.json,,chore(audit): reconcile responsive route evidence,1/1 fresh mapped flows passed on 2026-07-31,Non-destructive responsive route evidence only; exact API request IDs database RLS audit-event and native checks remain explicit separate gaps
